law_id,law_title,law_text,location,keywords
41,title 55.1 chapter 12 section 55.1-1252 ,"A landlord may not recover or take possession of the dwelling unit  by willful diminution of services to the tenant by interrupting or causing the interruption of an essential service required by the rental agreement or  by refusal to permit the tenant access to the unit unless such refusal is pursuant to a court order for possession.1974, c. 680, Section 55-2436; 1978, c. 520; 2019, c. 71",VA,"refusal, possession, access, service, willful, interruption, interrupting, interrupt, unit, essential"
42,title 55.1 chapter 12 section 55.1-1253 ," The landlord or the tenant may terminate a week-to-week tenancy by serving a written notice on the other at least seven days prior to the next rent due date. The landlord or the tenant may terminate a month-to-month tenancy by serving a written notice on the other at least 30 days prior to the next rent due date, unless the rental agreement provides for a different notice period. The landlord and the tenant may agree in writing to an early termination of a rental agreement. In the event that no such agreement is reached, the provisions of Section 51-1251 shall control. Notwithstanding the provisions of subsection A, any owner of a multifamily premises that fails to renew the greater of either 20 or more month-to-month tenancies or 50 percent of the month-to-month tenancies within a consecutive 30-day period in the same multifamily premises shall serve written notice on each such tenant at least 60 days prior to allowing such tenancy to expire. For the purposes of this subsection, 60 days' notice shall not be required to allow a tenancy to expire where the tenant has failed to pay rent in accordance with the rental agreement. If the tenant remains in possession without the landlord's consent after expiration of the term of the rental agreement or its termination, the landlord may bring an action for possession and may also recover actual damages, reasonable attorney fees, and court costs, unless the tenant proves by a preponderance of the evidence that the failure of the tenant to vacate the dwelling unit as of the termination date was reasonable. The landlord may include in the rental agreement a reasonable liquidated damage penalty, not to exceed an amount equal to 150 percent of the per diem of the monthly rent, for each day the tenant remains in the dwelling unit after the termination date specified in the landlord's notice. However, if the dwelling unit is a public housing unit or other housing unit subject to regulation by the  Department of Housing and Urban Development, any liquidated damage penalty shall not exceed an amount equal to the per diem of the monthly rent set out in the lease agreement. If the landlord consents to the tenant's continued occupancy, Section 51-1204 applies. In the event of termination of a rental agreement where the tenant remains in possession with the agreement of the landlord either as a hold-over tenant or a month-to-month tenant and no new rental agreement is entered into, the terms of the terminated agreement shall remain in effect and govern the hold-over or month-to-month tenancy, except that the amount of rent shall be either as provided in the terminated rental agreement or the amount set forth in a written notice to the tenant, provided that such new rent amount shall not take effect until the next rent due date coming 30 days after the notice.1974, c. 680, Section 55-2437; 1977, c. 427; 1982, c. 260; 2004, c. 123; 2005, c. 805; 2009, c. 663; 2013, c. 563; 2019, c. 712; 2023, c. 67",VA,"monthtomonth, agreement, tenant, tenancy, rental, notice, day, landlord, rent, termination"
43,title 55.1 chapter 12 section 55.1-1254 ,"If any items of personal property are left in the dwelling unit, the premises, or any storage area provided by the landlord after the rental agreement has terminated and delivery of possession has occurred, the landlord may consider such property to be abandoned. The landlord may dispose of the property so abandoned as the landlord sees fit or appropriate, provided that he has given  a termination notice to the tenant in accordance with this chapter, including a statement that any items of personal property left in the dwelling unit or the premises would be disposed of within the 24-hour period after termination;  written notice to the tenant in accordance with Section 51-1249, including a statement that any items of personal property left in the dwelling unit, the premises, or the storage area would be disposed of within the 24-hour period after expiration of the seven-day notice period; or  a separate written notice to the tenant, including a statement that any items of personal property left in the dwelling unit, the premises, or the storage area would be disposed of within 24 hours after expiration of a 10-day period from the date such notice was given to the tenant. Any written notice to the tenant shall be given in accordance with Section 51-120 The tenant shall have the right to remove his personal property from the dwelling unit, the premises, or the storage area at reasonable times during the 24-hour period after termination or at such other reasonable times until the landlord has disposed of the remaining personal property of the tenant.During the 24-hour period and until the landlord disposes of the remaining personal property of the tenant, the landlord shall not have any liability for the risk of loss for such personal property. If the landlord fails to allow reasonable access to the tenant to remove his personal property as provided in this section, the tenant shall have a right to injunctive or other relief as provided by law. If the landlord received any funds from any sale of abandoned property as provided in this section, the landlord shall pay such funds to the account of the tenant and apply the funds to any amounts due the landlord by the tenant, including the reasonable costs incurred by the landlord in selling, storing, or safekeeping such property. If any such funds are remaining after application, the remaining funds shall be treated as a security deposit under the provisions of Section 51-122 The provisions of this section shall not be applicable if the landlord has been granted an order of possession for the premises in accordance with Title 01 and execution of a writ of eviction has been completed pursuant to Section 01-470.Nothing in this section shall affect the right of a landlord to enforce an inchoate or perfected lien of the landlord on the personal property of a tenant in a dwelling unit or on the premises leased to such tenant and the right of a landlord to distress, levy, and seize such personal property as otherwise provided by law.1984, c. 741, Section 55-2438:1; 1995, c. 228; 1998, c. 461; 2000, c. 760; 2002, c. 762; 2013, c. 563; 2017, c. 730; 2019, cc. 180, 700, 71",VA,"personal, property, landlord, tenant, hour, fund, period, disposed, storage, left"
44,title 55.1 chapter 12 section 55.1-1255 ,"Notwithstanding the provisions of Section 01-156, when personal property is removed from a dwelling unit, the premises, or any storage area provided by the landlord pursuant to an action of unlawful detainer or ejectment, or pursuant to any other action in which personal property is removed from the dwelling unit in order to restore the dwelling unit to the person entitled to such dwelling unit, the sheriff shall oversee the removal of such personal property to be placed into the public way. The tenant shall have the right to remove his personal property from the public way during the 24-hour period after eviction. Upon the expiration of the 24-hour period after eviction, the landlord shall remove, or dispose of, any such personal property remaining in the public way.At the landlord's request, any personal property removed pursuant to this section shall be placed into a storage area designated by the landlord, which may be the dwelling unit. The tenant shall have the right to remove his personal property from the landlord's designated storage area at reasonable times during the 24 hours after eviction or at such other reasonable times until the landlord has disposed of the property as provided in this section. During that 24-hour period and until the landlord disposes of the remaining personal property of the tenant, the landlord and the sheriff shall not have any liability for the risk of loss for such personal property. If the landlord fails to allow reasonable access to the tenant to remove his personal property as provided in this section, the tenant shall have a right to injunctive or other relief as otherwise provided by law.Any property remaining in the landlord's storage area upon the expiration of the 24-hour period after eviction may be disposed of by the landlord as the landlord sees fit or appropriate. If the landlord receives any funds from any sale of such remaining property, the landlord shall pay such funds to the account of the tenant and apply the funds to any amounts due the landlord by the tenant, including the reasonable costs incurred by the landlord in the eviction process described in this section or the reasonable costs incurred by the landlord in selling or storing such property. If any funds are remaining after application, the remaining funds shall be treated as a security deposit under the provisions of Section 51-122The notice posted by the sheriff with the writ of eviction setting the date and time of the eviction, pursuant to Section 01-470, shall provide notice to the tenant of the rights afforded to tenants in this section and shall include a copy of this statute attached to, or made a part of, the notice.2001, c. 222, Section 55-2438:2; 2006, c. 129; 2013, c. 563; 2019, cc. 180, 700, 71",VA,"personal, property, landlord, eviction, remaining, hour, fund, storage, section, shall"
45,title 55.1 chapter 12 section 55.1-1256 ," If a tenant who is the sole tenant under a written rental agreement still residing in the dwelling unit dies, and there is no person authorized by order of the circuit court to handle probate matters for the deceased tenant, the landlord may dispose of the personal property left in the dwelling unit or upon the premises. However, the landlord shall give at least 10 days' written notice to  the person identified in the rental application, lease agreement, or other landlord document as the authorized person to contact in the event of the death or emergency of the tenant or  the tenant in accordance with Section 51-1202 if no such person is identified in the rental application, lease agreement, or other landlord document as the authorized contact person. The notice given under clause  or  shall include a statement that any items of personal property left in the premises would be treated as abandoned property and disposed of in accordance with the provisions of Section 51-1254, if not claimed within 10 days. Authorized occupants, or guests or invitees, are not allowed to occupy the dwelling unit after the death of the sole remaining tenant and shall vacate the dwelling unit prior to the end of the 10-day period. The landlord may request that such authorized contact person provide reasonable proof of identification. Thereafter, the authorized contact person identified in the rental application, lease agreement, or other landlord document may  have access to the dwelling unit or the premises and to the tenant records maintained by the landlord and  rightfully claim the personal property of the deceased tenant and otherwise handle the affairs of the deceased tenant with the landlord. The rental agreement is deemed to be terminated by the landlord as of the date of death of the tenant who is the sole tenant under a written rental agreement still residing in the dwelling unit, and the landlord shall not be required to seek an order of possession from a court of competent jurisdiction. The estate of the tenant shall remain liable for actual damages under Section 51-1251, and the landlord shall mitigate such damages.2006, c. 820, Section 55-2438:3; 2010, c. 550; 2011, c. 766; 2014, c. 813; 2017, c. 730; 2019, c. 71",VA,"landlord, tenant, deceased, contact, authorized, person, personal, unit, dwelling, identified"
46,title 55.1 chapter 12 section 55.1-1258 ," Except as provided in this section or as otherwise provided by law, a landlord may not retaliate by increasing rent or decreasing services or by bringing or threatening to bring an action for possession or by causing a termination of the rental agreement pursuant to Section 51-1253 or 51-1410 after he has knowledge that  the tenant has complained to a governmental agency charged with responsibility for enforcement of a building or housing code of a violation applicable to the premises materially affecting health or safety,  the tenant has made a complaint to or filed an action against the landlord for a violation of any provision of this chapter,  the tenant has organized or become a member of a tenant's organization, or (iv) the tenant has testified in a court proceeding against the landlord. However, the provisions of this subsection shall not be construed to prevent the landlord from increasing rent to that which is charged for similar market rentals nor decreasing services that apply equally to all tenants. If the landlord acts in violation of this section, the tenant is entitled to the applicable remedies provided for in this chapter, including recovery of actual damages, and may assert such retaliation as a defense in any action against him for possession. The burden of proving retaliatory intent shall be on the tenant. Notwithstanding subsections A and B, a landlord may terminate the rental agreement pursuant to Section 51-1253 or 51-1410 and bring an action for possession if: Violation of the applicable building or housing code was caused primarily by lack of reasonable care by the tenant, an authorized occupant, or a guest or invitee of the tenant; The tenant is in default in rent; Compliance with the applicable building or housing code requires alteration, remodeling, or demolition that would effectively deprive the tenant of use of the dwelling unit; or The tenant is in default of a provision of the rental agreement materially affecting the health and safety of himself or others. The maintenance of the action provided in this section does not release the landlord from liability under Section 51-122 The landlord may also terminate the rental agreement pursuant to Section 51-1253 or 51-1410 for any other reason not prohibited by law unless the court finds that the reason for the termination was retaliation.1974, c. 680, Section 55-2439; 1983, c. 396; 1985, c. 268; 2000, c. 760; 2015, c. 408; 2019, c. 71",VA,"tenant, landlord, violation, section, applicable, code, rental, building, action, retaliate"
47,Article Section8–101,"A transferee of the reversion in leased property or of the rent has the same remedies by entry, action, or otherwise for nonperformance of any condition or agreement contained in the lease, as the original landlord would have had if the reversion or rent had remained in the original landlord. A transferee of the reversion in leased property is subject to the same remedies, by action or otherwise, for nonperformance of any agreement contained in the lease, as the original landlord. This section applies to any transferee of a reversion in leased property, by voluntary grant or operation of law.",MD,"reversion, original, nonperformance, transferee, voluntary, leased, remedy, property, operation, grant"
48,Article Section8–102,"If the reversion of any leased premises merges in any other estate, the person entitled to the estate into which the reversion merges has the same remedy against the tenant for nonpayment of rent or other forfeiture, or for not performing conditions, covenants, or agreements, as the person entitled to the reversion would have had if the reversion had not merged.",MD,"reversion, merges, estate, entitled, person, merged, performing, forfeiture, covenant, nonpayment"
49,Article Section8–103,"There is no merger by reason of any grant by way of mortgage or assignment of mortgage from the tenant of any property leased for a term of years, to the landlord of the property, whether by original or sublease, and the same rights and remedies exist as if the grantee in the grant had no other interest or estate in the property than the one granted.",MD,"mortgage, grant, property, sublease, merger, grantee, assignment, way, original, granted"
50,Article Section8–104,"Any grant of a nonpossessory corporeal estate is valid and effective without the attornment of the tenant in possession. However, any payment of rent by the tenant to the grantor of the grant prior to actual notice of the grant is an effective discharge of liability for the rent.",MD,"grant, effective, nonpossessory, discharge, corporeal, grantor, attornment, valid, rent, liability"
51,Article Section8–105,"If the effect of any provision of a lease is to indemnify the landlord, hold the landlord harmless, or preclude or exonerate the landlord from any liability to the tenant, or to any other person, for any injury, loss, damage, or liability arising from any omission, fault, negligence, or other misconduct of the landlord on or about the leased premises or any elevators, stairways, hallways, or other appurtenances used in connection with them, and not within the exclusive control of the tenant, the provision is considered to be against public policy and void. An insurer may not claim a right of subrogation by reason of the invalidity of the provision.",MD,"provision, landlord, liability, stairway, misconduct, invalidity, harmless, hallway, exonerate, appurtenance"
52,Article Section8–106,"If a landlord, having only an estate for life, dies on or before the day on which the rent that has been earned is payable and the landlord’s death terminates the leasehold estate, the landlord’s personal representative may recover from the tenant the full amount of the rent if death occurs on the day the rent is payable or a proportionate share of the rent if death occurs before this day.",MD,"death, occurs, rent, payable, day, estate, landlord, earned, share, proportionate"
53,Article Section8–107,"If there is no demand or payment for more than 20 consecutive years of any specific rent reserved out of a particular property or any part of a particular property under any form of lease, the rent conclusively is presumed to be extinguished and the landlord may not set up any claim for the rent or to the reversion in the property out of which it issued. The landlord also may not institute any suit, action, or proceeding to recover the rent or the property. However, if the landlord is under any legal disability when the period of 20 years of nondemand or nonpayment expires, the landlord has two years after the removal of the disability within which to assert the landlord’s rights.",MD,"particular, year, landlord, property, rent, disability, nondemand, institute, presumed, extinguished"
54,Article Section8–108,"    A court may enter judgment for the renewal of a lease that contains a covenant for renewal, including a lease for 99 years, renewable forever.",MD,"renewal, renewable, forever, contains, lease, covenant, judgment, enter, year, including"
55,Article Section8–109,"Uninterrupted possession for 12 months after the expiration of the lease containing a covenant for perpetual renewal of all or part of the leased premises by the tenant or any person claiming under the tenant operates as a renewal with respect to the entire premises. It conclusively is presumed in reference to the whole or any part of the leased premises, of which possession is retained, and in favor of the tenant or of the person claiming under the tenant, that a new lease of the whole of the leased premises was executed prior to the expiration of the lease by the landlord named in it, or by the person rightfully claiming under the landlord, to the tenant, or the person rightfully claiming under the tenant for the additional term under the rent and on the covenants, conditions, and stipulations as were provided in the lease.",MD,"claiming, person, tenant, rightfully, premise, lease, covenant, leased, renewal, expiration"
56,Article Section8–111,"If a tenant named in a lease or an assignee of a lease applies to the tenant’s landlord for a renewal under a covenant in the lease giving the tenant the right to renewal, and if the tenant cannot produce vouchers or satisfactory evidence showing payment of rent accrued for three years next preceding the tenant’s demand and application, the landlord, before executing the renewal of the lease or causing it to be executed, is entitled to demand and recover not more than three years’ back rent, in addition to any renewal fine that may be provided for in the lease. The tenant may plead this section in bar of the recovery of any larger amount of rent.",MD,"renewal, lease, tenant, demand, year, rent, voucher, produce, plead, larger"
57,Article Section8–112,"If the improvements on property rented for a term of not more than seven years become untenantable by reason of fire or unavoidable accident, the tenancy terminates, and all liability for rent ceases on payment proportionately to the day of fire or unavoidable accident.",MD,"unavoidable, accident, untenantable, proportionately, improvement, cease, rented, terminates, seven, reason"
58,Article Section8–113,"A covenant or promise by the tenant to leave, restore, surrender, or yield the leased premises in good repair does not bind the tenant to erect any similar building or pay for any building destroyed by fire or otherwise without negligence or fault on the tenant’s part.",MD,"building, yield, promise, erect, bind, tenant, restore, leave, destroyed, similar"
59,Article Section8–114,The right of a tenant to remove fixtures erected by the tenant is not lost or impaired by the tenant’s acceptance of a subsequent lease of the same premises without any intermediate surrender of possession.,MD,"lost, intermediate, erected, tenant, impaired, fixture, acceptance, subsequent, remove, surrender"
60,Article Section8–115,"    If a share of growing crops is reserved as rent, the rent reserved is a lien on the crops.",MD,"crop, reserved, growing, share, rent, lien"
61,Article Section8–116,"    If tobacco is grown on leased property and the tenant fails to make reasonable progress within six months from September 1 to strip and place the tobacco on the market, the landlord may strip, pack, ship, and sell at the tenant’s expense any time after March 1, tobacco grown on the leased premises by the tenant in any previous year. All expenses paid by the landlord in the stripping, packing, shipment, or sale shall be a first and prior lien on the tobacco and the proceeds of the sale, notwithstanding any other agreement or obligation of the tenant or provision of law.",MD,"tobacco, strip, grown, expense, tenant, sale, stripping, shipment, ship, september"
62,Article Section8–117,"    If a propane gas container with a total capacity of 25 gallons or more is placed on land, whether aboveground or underground, by a person other than the owner of the land under a lease or bailment between the landowner and the person placing the container on the land, the container is movable property during the term of the lease or bailment.",MD,"container, land, bailment, person, underground, propane, movable, landowner, gallon, capacity"
63,Article Section8–118,"    In an action under Section 8-401, Section 8-402, or Section 8-401 of this title in which a party demands a jury trial, the District Court immediately shall enter an order directing the tenant or anyone holding under the tenant to pay all rents as they come due during the pendency of the action, as prescribed in subsection  of this section. The order shall require the rent to be paid as and when due under the lease starting with the next rent due date after the action was filed.",MD,"section, action, rent, come, order, starting, prescribed, pendency, holding, immediately"
64,Article Section8–1181,"        In an action under Section 14–132 of this article in which a party demands a jury trial, the District Court immediately shall enter an order directing the person or entity in possession to pay the monthly fair rental value of the premises that is subject to the action, or such other amount as the court may determine is proper, starting as of the date the action was filed, as required in subsection  of this section.",MD,"action, starting, fair, court, monthly, immediately, entity, directing, determine, proper"
65,Article Section8–201,    This subtitle is applicable only to residential leases unless otherwise provided.,MD,"residential, applicable, unless, subtitle, provided, lease"
66,Article Section8–202,"    For the purposes of this section, a “lease option agreement” means any clause in a lease agreement or separate document that confers on the tenant some power, either qualified or unqualified, to purchase the landlord’s interest in the property.",MD,"unqualified, power, confers, qualified, option, clause, agreement, purchase, document, separate"
67,Article Section8–203,        In this section the following words have the meanings indicated.,MD,"indicatedsecurity, definition, surety, bond, nonpayment, word, deposit, meaning, following, damage"
68,Article Section8–2031,    A receipt for a security deposit shall notify the tenant of the following:,MD,"inspection, receipt, deposit, followingsecurity, moveout, movein, notify, security, tenant, shall"
69,Article Section8–204,    This section is applicable only to single or multi-family dwelling units.,MD,"unitsbeginning, single, movein, prepaid, multifamily, eviction, security, applicable, deposit, damage"
70,Article Section8–205,"        In Anne Arundel County, unless the tenant makes payment by check or rents the property for commercial or business purposes, if property is leased for any definite term or at will, the landlord shall give the tenant a receipt showing payment and the time period which the payment covers.",MD,"payment, check, receipt, coverslandlord, arundel, anne, definite, commercial, property, cash"
71,Article Section8–2051,"    In this section, “utility service provider” means a public service company or a unit of State or local government that provides water or sewer utility services.",MD,"service, utility, company, sewer, government, provider, water, local, public, mean"
72,Article Section8–206,    Evictions described in subsection  of this section are called “retaliatory evictions”.,MD,"eviction, called, retaliatory, described, subsection, section"
73,Article Section8–207,    The aggrieved party in a breach of a lease has a duty to mitigate damages if the damages result from the landlord’s or tenant’s:,MD,"damage, aggrieved, mitigate, result, duty, breach, party, lease, landlord, tenant"
74,Article Section8–208,"        On or after October 1, 1999, any landlord who offers 5 or more dwelling units for rent in the State may not rent a residential dwelling unit without using a written lease.",MD,"using, leasewritten, unit, dwelling, october, automatic, offer, rent, lease, renewal"
75,Article Section8–2081,"        For any reason listed in paragraph  of this subsection, a landlord of any residential property may not:",MD,"notretaliatory, retaliation, paragraph, listed, increase, complaint, reason, eviction, residential, termination"
76,Article Section8–2082,"    Notwithstanding the provisions of Section 8-201 of this subtitle, a landlord of real property subject to the provisions of Title 6, Subtitle 8 of the Environment Article may not evict or take any other retaliatory action against a tenant primarily as a result of the tenant providing information to the landlord under Title 6, Subtitle 8 of the Environment Article.",MD,"retaliatory, environment, subtitle, title, provision, poisoning, articlehazards, retaliation, primarily, lead"
77,Article Section8–2083,Every landlord shall maintain a records system showing the dates and amounts of rent paid to the landlord by the tenant or tenants and showing also the fact that a receipt of some form was given to each tenant for each cash payment of rent.,MD,"showing, tenant, cash, rent, fact, landlord, maintain, record, form, receipt"
78,Article Section8–210,"        The landlord of any residential rental property shall include in a written lease or post a sign in a conspicuous place on that property listing the name, address, and telephone number of:",MD,"listing, telephone, post, conspicuous, property, sign, address, number, include, place"
79,Article Section8–211,"    The purpose of this section is to provide tenants with a mechanism for encouraging the repair of serious and dangerous defects which exist within or as part of any residential dwelling unit, or upon the property used in common of which the dwelling unit forms a part. The defects sought to be reached by this section are those which present a substantial and serious threat of danger to the life, health and safety of the occupants of the dwelling unit, and not those which merely impair the aesthetic value of the premises, or which are, in those locations governed by such codes, housing code violations of a nondangerous nature. The intent of this section is not to provide a remedy for dangerous conditions in the community at large which exists apart from the leased premises or the property in common of which the leased premises forms a part.",MD,"defect, dangerous, common, code, unit, dwelling, health, safety, form, premise"
80,Article Section8–2111,"    Notwithstanding any provision of law or any agreement, whether written or oral, if a landlord fails to comply with the applicable risk reduction standard under Section 6-815 or Section 6-819 of the Environment Article, the tenant may deposit the tenant’s rent in an escrow account with the clerk of the District Court for the district in which the premises are located.",MD,"defect, escrow, district, reduction, locatedserious, dangerous, environment, clerk, risk, oral"
81,Article Section8–2121,"    In this section, “change of assignment” includes:",MD,"assignment, change, reservist, personnel, includesmilitary, deployment, active, duty, liability, section"
82,Article Section8–2122,    This section does not apply to a tenant under a residential lease that contains a liquidated damages clause or early termination clause that:,MD,"clause, liquidated, early, contains, residential, apply, termination, damage, lease, section"
83,Article Section8–2123,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
84,Article Section8–2124,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
85,Article Section8–213,    An application for a lease shall contain a statement which explains:,MD,"explainsapplication, contain, lease, statement, liability, application, deposit, shall"
86,Article Section8–214,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
87,Article Section8–215,"    In this section, “affected property” and “owner” have the meanings stated in Section 6–801 of the Environment Article.",MD,"affected, environment, stated, article, section, meaning, owner, property"
88,Article Section8–216,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
89,Article Section8–217,        In this section the following words have the meanings indicated.,MD,"indicated, word, meaning, following, section"
90,Article Section8–218,"    In this section, “reusable tenant screening report” means a report prepared within the previous 30 days by a consumer reporting agency at the request and expense of a prospective tenant and made directly available to a prospective landlord at no charge for use in the rental application process.",MD,"report, prospective, screening, reusable, reporting, previous, prepared, directly, consumer, available"
91,Article Section8–301,    In this subtitle the following words have the meanings indicated unless otherwise apparent from context.,MD,"context, apparent, indicated, word, meaning, unless, subtitle, following"
92,Article Section8–302,    Distress for rent is an action at law and shall be brought as provided in this section.,MD,"brought, law, distress, provided, action, rent, section, shall"
93,Article Section8–303,"    An action of distress shall be brought by the landlord as plaintiff, the landlord’s petition shall name the tenant as defendant and contain the following information:",MD,"contain, defendant, brought, landlord, petition, information, plaintiff, shall, distress, following"
94,Article Section8–304,"    When an action of distress is filed, the clerk shall issue an order directing the defendant to appear and show cause at a stated time why levy under an action of distress should not be made. The hearing may be not earlier than seven days from date of service on the defendant.",MD,"defendant, distress, earlier, clerk, appear, action, hearing, directing, seven, issue"
95,Article Section8–305,"    On a determination of reasonable probability, the court promptly shall issue an order directing that all goods on the leased premises not exempted by law shall be levied on. A copy of the order of levy shall be served on each tenant on the leased premises. If no tenant is found on the premises, a copy of the order shall be affixed in a prominent place on the interior of the leased premises.",MD,"premise, leased, order, copy, shall, prominent, probability, exempted, interior, affixed"
96,Article Section8–306,"    The levy under an action of distress shall be made solely on goods on the leased premises, regardless of whether the goods are the property of the tenant or of some other person, except as provided in this subtitle.",MD,"good, solely, regardless, levy, distress, person, subtitle, leased, provided, action"
97,Article Section8–307,    The following are exempt from distress:,MD,"exempt, distress, following"
98,Article Section8–308,Goods levied on under distress shall be held in custodia legis.,MD,"legis, custodia, levied, held, good, distress, shall"
99,Article Section8–309,"    In making levy under an action of distress, no forcible entry may be made into leased premises occupied and used as a dwelling without a court order. If the levying officer cannot gain entry, the plaintiff may file a verified petition with the court for an order directing forcible entry into the leased premises.",MD,"entry, forcible, levying, leased, order, verified, occupied, gain, court, directing"
100,Article Section8–310,"On petition of any plaintiff in distress and a showing of a need for protection, the court may order the removal of any goods levied on from the leased premises to a place approved by the court pending the sale of the goods. Removal of goods may be conditioned on the giving of a bond by the plaintiff in the amount and in the form the court determines.",MD,"good, removal, plaintiff, court, protection, need, conditioned, approved, bond, pending"
101,Article Section8–311,"    Within seven days after the levy, any person who is not a tenant and whose goods are levied on under distress may file a petition with the court where the action of distress is pending for an order to exclude from levy the goods of the person not a tenant. The petition shall set forth the facts as to the ownership of the goods and shall be verified by the petitioner.",MD,"good, petition, levy, distress, person, petitioner, ownership, exclude, verified, pending"
102,Article Section8–312,    Levy on goods under distress does not affect or disturb the title to the goods. The claim or lien of the landlord under this subtitle on the goods continues until the goods are sold as provided in this subtitle.,MD,"good, subtitle, continues, disturb, sold, lien, levy, affect, claim, title"
103,Article Section8–313,"    The expense of removal of any goods from the leased premises to any other place for storage pending sale, including the expense of removal of goods which are affixed to the property, shall be included as a part of the costs of distress.",MD,"removal, expense, good, affixed, included, storage, pending, place, sale, including"
104,Article Section8–314,"    The defendant in an action of distress may file an answer, setting forth any defense the defendant may have to the action, including excessive rent distrained for or the rent sued is not distrainable.",MD,"defendant, excessive, distrainable, sued, distrained, defense, answer, action, setting, forth"
105,Article Section8–315,"    If a tenant removes the tenant’s goods from the leased premises, and the officer can find no goods of the tenant on the premises, the officer shall report that fact to the court. If the court is satisfied the goods of the tenant have been removed, it may issue an order to follow goods under distress within six months after filing of an action of distress. The order shall authorize levy on the removed goods at any place the goods can be found within the jurisdiction of the court.",MD,"good, removed, officer, court, tenant, distress, authorize, order, follow, satisfied"
106,Article Section8–316,"    Any person whose goods are levied on or seized under distress may petition the court for the return of the goods, free of any claim for distress. However, the court may require the filing of a bond with the court in a form and in an amount the court determines. The bond shall run to the State and indemnify injured persons against all claims for damage or injury resulting from the release of the goods.",MD,"court, bond, good, claim, distress, person, seized, injured, run, free"
107,Article Section8–317,"If goods are levied on under distress and remain on the leased premises and the officer is unable to gain access to the goods without force, the court may issue an order authorizing the officer to enter the premises by force.",MD,"force, officer, good, authorizing, unable, gain, premise, issue, levied, remain"
108,Article Section8–318,    Notice of sale of goods under an action of distress shall be given in a newspaper published at least once weekly and having general circulation within the jurisdiction of the court. The notice shall be published at least one time and an additional number of times as the court designates.,MD,"published, newspaper, designates, circulation, time, weekly, court, notice, general, additional"
109,Article Section8–319,Sales under distress shall be held only at public auction. The officer may remove the goods from the leased premises to some suitable place for auction or hold the sale on the leased premises. Cost of the removal of goods for sale shall be included as costs of the sale.,MD,"sale, auction, cost, good, suitable, leased, included, premise, remove, hold"
110,Article Section8–320,"    Only those goods necessary to satisfy the claim for rent due and to pay all costs may be sold in a sale under distress. Any unsold goods shall be returned to the tenant if they have been removed or they shall be left on the premises. If a surplus of money remains after the sale and payment of the rent claim and all costs, it shall be returned to the tenant or paid as provided by order of the court. The cost of returning unsold goods to the premises, if removed, shall be included as costs of the sale.",MD,"cost, unsold, returned, sale, good, removed, claim, shall, surplus, returning"
111,Article Section8–321,The officer may require a plaintiff to indemnify the officer for the anticipated costs of sale either in the form of a surety bond or by a certified check payable to the order of the officer in an amount sufficient to pay all expenses of the sale.,MD,"officer, sale, surety, anticipated, indemnify, bond, sufficient, check, certified, payable"
112,Article Section8–322,        The costs charged in actions of distress shall be as provided in this section.,MD,"charged, cost, distress, provided, action, section, shall"
113,Article Section8–323,"If the goods of a third party are distrained on and sold under an action of distress, the third party has a right of action against the tenant for damages for any loss sustained by the third party as a result of the levy and sale of the third party’s goods under distress. The action for damages may be brought before the court before which the original action was brought, regardless of any monetary limitation of the civil jurisdiction of the court. If the action for damages is brought in any other court, only a certified copy of the record in the original court need be filed as evidence of the proceedings.",MD,"brought, party, action, court, original, damage, good, distress, monetary, limitation"
114,Article Section8–324,"    If the plaintiff in an action of distress makes an election in writing, the court may declare the lease terminated and of no further force and effect. This election may be made only if all tenants have been served with a copy of the action of distress and after sale of all goods levied on. The court may not terminate any residential lease which runs for more than 15 years.",MD,"election, distress, declare, run, court, action, force, lease, levied, served"
